State,City,Street,Zipcode,Bedroom,Bathroom,Area,PPSq,LotArea,MarketEstimate,RentEstimate,Latitude,Longitude,ListedPrice,Price Difference,Overpriced,Price per Square Ft,Zip,Predicted Listing,Type of Pricing,Zipcode_cleaned
CO,Lafayette,Acadia Avenue,80026.0,3.0,2.0,1858.0,374.0581270182993,0.1607897153351699,706600.0,2995.0,40.00955,-105.09222,695000.0,-11600.0,False,374.0581270182993,80026.0,658482.7348433334,Overpriced,80026.0
CO,Penrose,T St,81240.0,5.0,3.0,4128.0,133.2364341085271,4.55,556600.0,2627.0,38.41005,-104.95821,550000.0,-6600.0,False,133.23643410852713,81240.0,510754.0339322753,Overpriced,81240.0
CO,Thornton,Franklin Street,80241.0,3.0,4.0,2258.0,287.8210806023029,0.1234389348025711,649600.0,2798.0,39.936085,-104.9662,649900.0,300.0,False,287.8210806023029,80241.0,616859.5294921728,Overpriced,80241.0
CO,Littleton,S Jay Way,80123.0,3.0,2.0,2444.0,251.6366612111293,0.2121212121212121,554500.0,2919.0,39.601368,-105.0663,615000.0,60500.0,True,251.6366612111293,80123.0,590544.4391516966,Overpriced,80123.0
CO,Arvada,Cody Circle,80005.0,3.0,2.0,1879.0,311.33581692389566,0.194742883379247,590500.0,2784.0,39.84506,-105.09295,585000.0,-5500.0,False,311.33581692389566,80005.0,556240.7429618275,Overpriced,80005.0
CO,Pagosa Springs,Great West Ave,81147.0,3.0,3.0,2184.0,279.3040293040293,3.0700000000000003,607500.0,2800.0,37.264603,-107.03582,610000.0,2500.0,False,279.3040293040293,81147.0,584191.7458754185,Overpriced,81147.0
CO,Superior,S Snowmass Cir,80027.0,6.0,5.0,4524.0,254.1909814323608,0.1977272727272727,1148100.0,4500.0,39.91588,-105.16009,1149960.0,1860.0,False,254.19098143236073,80027.0,1085327.9058283556,Overpriced,80027.0
CO,Lafayette,Isabelle Rd,80026.0,5.0,5.0,7950.0,245.2830188679245,2.5172,1963500.0,5496.0,40.03721,-105.12586,1950000.0,-13500.0,False,245.28301886792454,80026.0,1850816.6766785036,Overpriced,80026.0
CO,Aurora,E Harvard Avenue,80014.0,4.0,4.0,3046.0,229.48128693368352,0.1379935720844811,596000.0,2811.0,39.669872,-104.85048,699000.0,103000.0,True,229.48128693368352,80014.0,626018.1753109642,Overpriced,80014.0
CO,Arvada,Chase Street,80003.0,4.0,2.0,1850.0,310.81081081081084,0.2399908172635445,585200.0,2425.0,39.807964,-105.057076,575000.0,-10200.0,False,310.81081081081084,80003.0,551288.6876202028,Overpriced,80003.0
CO,Littleton,S Independence Street,80123.0,3.0,3.0,2599.0,225.85609849942284,0.0771349862258953,588300.0,2700.0,39.637165,-105.104904,587000.0,-1300.0,False,225.85609849942284,80123.0,548819.4133249456,Overpriced,80123.0
CO,Parker,Prairie Song Drive,80138.0,6.0,4.0,4352.0,172.33455882352942,0.1699999999999999,748900.0,3796.0,39.493935,-104.747536,750000.0,1100.0,False,172.33455882352942,80138.0,739419.8970161222,Fair,80138.0
CO,Castle Rock,Hickory Oaks Trail,80104.0,5.0,5.0,4661.0,203.8167775155546,0.229040404040404,981700.0,4496.0,39.321514,-104.84532,949990.0,-31710.0,False,203.8167775155546,80104.0,938231.7661637232,Fair,80104.0
CO,Fort Collins,Camino del Mundo,80524.0,5.0,3.0,3872.0,205.3202479338843,0.3023645546372819,795900.0,3133.0,40.58648,-104.98749,795000.0,-900.0,False,205.3202479338843,80524.0,718646.1288351074,Overpriced,80524.0
CO,Grand Junction,Wrangler Way,81507.0,4.0,3.0,3216.0,210.78980099502488,0.31,677200.0,2784.0,39.101593,-108.66982,677900.0,700.0,False,210.78980099502488,81507.0,586306.7747242447,Overpriced,81507.0
CO,Denver,King Street,80219.0,1.0,1.0,644.0,357.1428571428572,0.1434802571166207,231800.0,1599.0,39.72022,-105.03349,230000.0,-1800.0,False,357.14285714285717,80219.0,240489.64038232996,Fair,80219.0
CO,Aurora,E Roxbury Circle,80016.0,5.0,4.0,4570.0,213.3479212253829,0.223989898989899,975200.0,3835.0,39.58704,-104.705025,975000.0,-200.0,False,213.34792122538292,80016.0,829412.8336111349,Overpriced,80016.0
CO,Castle Rock,Country Club Parkway,80108.0,3.0,3.0,4216.0,284.392789373814,0.1399999999999999,1199800.0,5447.0,39.440662,-104.91312,1199000.0,-800.0,False,284.392789373814,80108.0,1171831.2507681267,Overpriced,80108.0
CO,Northglenn,Clayton Street,80233.0,4.0,4.0,2710.0,206.6051660516605,0.1128099173553719,562100.0,2800.0,39.895996,-104.95512,559900.0,-2200.0,False,206.60516605166052,80233.0,533593.3051308725,Overpriced,80233.0
CO,Fort Collins,Scenic Dr,80526.0,5.0,3.0,3108.0,490.6692406692407,3.27,1527100.0,3751.0,40.50809,-105.09188,1525000.0,-2100.0,False,490.66924066924065,80526.0,1277540.9140185674,Overpriced,80526.0
CO,Westminster,Circle Drive,80031.0,4.0,3.0,1684.0,341.4489311163896,0.1756198347107438,484100.0,2796.0,39.850624,-105.03935,575000.0,90900.0,True,341.44893111638953,80031.0,553336.0195244502,Overpriced,80031.0
CO,Loveland,Catalpa Court,80538.0,3.0,2.0,1517.0,322.9400131839156,0.3076216712580349,491600.0,2234.0,40.43017,-105.08522,489900.0,-1700.0,False,322.9400131839156,80538.0,454063.32570137933,Overpriced,80538.0
CO,Denver,S Tamarac Drive,80237.0,5.0,3.0,2634.0,279.0432801822324,0.2777777777777778,736500.0,3484.0,39.650074,-104.89822,735000.0,-1500.0,False,279.04328018223237,80237.0,726817.7569624169,Fair,80237.0
CO,Denver,Tennyson Street,80212.0,4.0,4.0,3650.0,354.7945205479452,0.1792929292929292,952000.0,5099.0,39.788994,-105.04359,1295000.0,343000.0,True,354.7945205479452,80212.0,1262825.900092798,Overpriced,80212.0
CO,Denver,Poplar Street,80220.0,3.0,1.0,1373.0,396.9410050983248,0.1492194674012855,550800.0,2500.0,39.73742,-104.90495,545000.0,-5800.0,False,396.9410050983248,80220.0,531331.29734293,Fair,80220.0
CO,Aurora,E Cedar Place,80018.0,5.0,3.0,3424.0,174.94158878504672,0.1342516069788797,602000.0,2711.0,39.712605,-104.69501,599000.0,-3000.0,False,174.94158878504672,80018.0,495747.04156040977,Overpriced,80018.0
CO,Cortez,Fairway Dr,81321.0,3.0,3.0,2479.0,233.96530859217427,0.217,579000.0,2199.0,37.376225,-108.55061,580000.0,1000.0,False,233.96530859217427,81321.0,478897.45317419025,Overpriced,81321.0
CO,Denver,N Downing Street,80205.0,3.0,2.0,1779.0,407.5323215289488,0.1074380165289256,731400.0,3200.0,39.751335,-104.97365,725000.0,-6400.0,False,407.53232152894884,80205.0,692914.0744611764,Overpriced,80205.0
CO,Broomfield,Zuni Street,80023.0,3.0,3.0,2747.0,254.81980342191483,0.115495867768595,704000.0,2850.0,39.95073,-105.01718,699990.0,-4010.0,False,254.81980342191483,80023.0,602477.7461275647,Overpriced,80023.0
CO,Berthoud,Windom Peak Ln,80513.0,3.0,3.0,3352.0,178.99761336515513,0.1406795224977043,599900.0,2800.0,40.3064,-105.07212,600000.0,100.0,False,178.99761336515513,80513.0,497209.8446729917,Overpriced,80513.0
CO,Golden,Moss Street,80401.0,3.0,2.0,2200.0,363.6363636363636,0.2915518824609733,579100.0,2163.0,39.732563,-105.1764,800000.0,220900.0,True,363.6363636363636,80401.0,642097.9204072092,Overpriced,80401.0
CO,Cortez,Highway 491,81321.0,3.0,2.0,1296.0,423.6111111111111,5.66,546500.0,1711.0,37.450657,-108.64796,549000.0,2500.0,False,423.6111111111111,81321.0,482783.34559654456,Overpriced,81321.0
CO,Erie,Quarry Court,80516.0,3.0,4.0,4280.0,217.28971962616825,0.1962350780532598,775600.0,3394.0,40.05409,-105.037544,930000.0,154400.0,True,217.28971962616822,80516.0,746894.8960564203,Overpriced,80516.0
CO,Greeley,66th Ave,80634.0,4.0,4.0,2832.0,176.5536723163842,0.1399908172635445,499900.0,2700.0,40.38416,-104.78512,500000.0,100.0,False,176.5536723163842,80634.0,462937.7477137337,Overpriced,80634.0
CO,Denver,Zuni Street,80221.0,3.0,2.0,1582.0,328.6978508217446,0.1434802571166207,524800.0,2450.0,39.7849,-105.0154,520000.0,-4800.0,False,328.6978508217446,80221.0,504267.69939652586,Fair,80221.0
CO,Denver,Holly Street,80220.0,5.0,4.0,3050.0,391.8032786885246,0.1434802571166207,1196100.0,2900.0,39.73561,-104.92261,1195000.0,-1100.0,False,391.8032786885246,80220.0,1057582.9916423145,Overpriced,80220.0
CO,Broomfield,Hawthorne Drive,80020.0,3.0,3.0,2826.0,212.27883934890303,0.1044536271808999,601700.0,2600.0,39.921585,-105.04289,599900.0,-1800.0,False,212.27883934890303,80020.0,533593.3051308725,Overpriced,80020.0
CO,Timnath,Blainville St,80547.0,4.0,3.0,3488.0,201.26146788990823,0.1413911845730027,699200.0,2269.0,40.51335,-104.96752,702000.0,2800.0,False,201.26146788990826,80547.0,593680.5927661478,Overpriced,80547.0
CO,Breckenridge,Highlands Dr,80424.0,5.0,7.0,6834.0,599.9414691249634,1.13,4065100.0,14328.0,39.527145,-106.035965,4100000.0,34900.0,True,599.9414691249634,80424.0,3443324.9511884456,Overpriced,80424.0
CO,Englewood,S Franklin Street,80113.0,3.0,2.0,2378.0,300.67283431455,0.173989898989899,723100.0,2459.0,39.659927,-104.96903,715000.0,-8100.0,False,300.67283431455,80113.0,640367.0832354494,Overpriced,80113.0
CO,Denver,Utica Street,80204.0,3.0,2.0,1300.0,615.3846153846154,0.2224517906336088,670300.0,2879.0,39.742912,-105.045456,800000.0,129700.0,True,615.3846153846154,80204.0,815748.3043528338,Fair,80204.0
CO,Milliken,Birdie Way,80543.0,5.0,3.0,3582.0,174.48352875488553,0.1774563820018365,625200.0,2995.0,40.35019,-104.87321,625000.0,-200.0,False,174.48352875488553,80543.0,554928.7459573533,Overpriced,80543.0
CO,Commerce City,Jasper Street,80022.0,4.0,3.0,2221.0,247.63619990995048,0.1306703397612488,552500.0,2990.0,39.877823,-104.80443,550000.0,-2500.0,False,247.63619990995048,80022.0,579282.6870240694,Underpriced,80022.0
CO,Fort Collins,Bluebird Ct,80526.0,4.0,3.0,2236.0,266.1001788908766,0.2529384756657484,603500.0,2450.0,40.54277,-105.08144,595000.0,-8500.0,False,266.1001788908766,80526.0,562958.9977403946,Overpriced,80526.0
CO,Grand Junction,Brookwillow Loop,81505.0,3.0,3.0,1524.0,229.65879265091863,0.09,348800.0,2100.0,39.101078,-108.59626,350000.0,1200.0,False,229.65879265091863,81505.0,355088.76631365815,Fair,81505.0
CO,Englewood,S Jamaica Way,80111.0,5.0,3.0,2890.0,320.06920415224914,0.26,935500.0,3794.0,39.61444,-104.865204,925000.0,-10500.0,False,320.06920415224914,80111.0,879022.7177442851,Overpriced,80111.0
CO,Wheat Ridge,Chase Street,80212.0,4.0,3.0,1912.0,415.7949790794979,0.2393250688705234,813500.0,3200.0,39.765896,-105.05637,795000.0,-18500.0,False,415.7949790794979,80212.0,715438.6434551753,Overpriced,80212.0
CO,Collbran,Orchard Ave,81624.0,3.0,1.0,1018.0,176.71905697445973,0.22,178600.0,1466.0,39.24015,-107.96357,179900.0,1300.0,False,176.71905697445973,81624.0,205866.90175507648,Underpriced,81624.0
CO,Como,Ute Cir,80432.0,2.0,1.0,1020.0,429.3137254901961,1.0,436500.0,1999.0,39.22602,-105.75399,437900.0,1400.0,False,429.3137254901961,80432.0,433868.91075968853,Fair,80432.0
CO,Aurora,E Moraine Place,80016.0,5.0,5.0,5110.0,215.2641878669276,0.2690082644628099,1099600.0,4419.0,39.577133,-104.70152,1100000.0,400.0,False,215.26418786692759,80016.0,902513.4473341967,Overpriced,80016.0
CO,Colorado Springs,Springlake Circle E,80906.0,5.0,4.0,2879.0,286.55783258075724,0.43,706800.0,3267.0,38.791046,-104.83187,825000.0,118200.0,True,286.55783258075724,80906.0,760394.2297401988,Overpriced,80906.0
CO,Superior,Aster Court,80027.0,5.0,3.0,2643.0,298.52440408626563,0.1161616161616161,789600.0,3534.0,39.92405,-105.148125,789000.0,-600.0,False,298.52440408626563,80027.0,780968.3410614571,Fair,80027.0
CO,Parker,E Auburn Hills Drive,80134.0,5.0,3.0,3249.0,192.36688211757465,0.1300045913682277,624800.0,3200.0,39.51456,-104.79653,625000.0,200.0,False,192.36688211757465,80134.0,624411.6191080674,Fair,80134.0
CO,Castle Rock,Villageview Lane,80104.0,2.0,2.0,1398.0,389.84263233190273,0.1239898989898989,522200.0,2720.0,39.328285,-104.83436,545000.0,22800.0,True,389.84263233190273,80104.0,531331.29734293,Fair,80104.0
CO,Denver,E 52nd Avenue,80239.0,3.0,3.0,2082.0,239.6733909702209,0.1212809917355371,473600.0,2700.0,39.78779,-104.81177,499000.0,25400.0,True,239.67339097022094,80239.0,485341.5959167634,Fair,80239.0
CO,Littleton,Star Streak Circle,80125.0,5.0,5.0,5447.0,220.30475491096016,0.1910009182736455,1197000.0,4500.0,39.52671,-105.05917,1200000.0,3000.0,False,220.30475491096016,80125.0,1082411.044100121,Overpriced,80125.0
CO,Englewood,S Elati Street,80110.0,4.0,2.0,2120.0,242.9245283018868,0.22,518200.0,2470.0,39.629288,-104.99355,515000.0,-3200.0,False,242.9245283018868,80110.0,482425.31299966073,Overpriced,80110.0
CO,Lakewood,S Saulsbury Street,80226.0,4.0,2.0,2204.0,238.2032667876588,0.2731634527089072,535900.0,2517.0,39.69944,-105.07649,525000.0,-10900.0,False,238.2032667876588,80226.0,495531.35710448795,Overpriced,80226.0
CO,Aurora,S Millbrook Way,80016.0,4.0,4.0,3782.0,183.7652035959809,0.2037649219467401,699000.0,3599.0,39.59972,-104.68359,695000.0,-4000.0,False,183.76520359598095,80016.0,653823.9182237238,Overpriced,80016.0
CO,Fort Collins,Garrison Ct,80528.0,3.0,2.0,4106.0,177.78860204578666,0.2181359044995408,731300.0,2433.0,40.49674,-105.03531,730000.0,-1300.0,False,177.78860204578666,80528.0,553271.3119087362,Overpriced,80528.0
CO,Wellington,White Deer Ln,80549.0,5.0,3.0,2958.0,177.4847870182556,0.1527318640955004,523300.0,2598.0,40.69002,-104.99758,525000.0,1700.0,False,177.4847870182556,80549.0,470530.0777140786,Overpriced,80549.0
CO,Arvada,Harlan Court,80003.0,4.0,4.0,2663.0,236.5752910251596,0.2262167125803489,636100.0,2900.0,39.84543,-105.06359,630000.0,-6100.0,False,236.5752910251596,80003.0,607635.9176256034,Overpriced,80003.0
CO,Highlands Ranch,Glengate Circle,80130.0,4.0,3.0,4454.0,206.55590480466995,0.1879935720844811,922200.0,3599.0,39.518097,-104.933586,920000.0,-2200.0,False,206.55590480466995,80130.0,785169.0386875347,Overpriced,80130.0
CO,Parker,E Stroll Avenue,80138.0,4.0,4.0,3147.0,203.33651096282173,0.0829889807162534,639200.0,3379.0,39.498093,-104.73508,639900.0,700.0,False,203.33651096282173,80138.0,626165.4203805429,Fair,80138.0
CO,Thornton,Willow Street,80602.0,3.0,2.0,3802.0,206.47027880063123,0.1733930211202938,784600.0,3695.0,39.97862,-104.8889,785000.0,400.0,False,206.47027880063123,80602.0,787630.7015982986,Fair,80602.0
CO,Bayfield,Homestead Cir,81122.0,4.0,3.0,2440.0,215.1639344262295,0.47,525400.0,2999.0,37.21759,-107.63017,525000.0,-400.0,False,215.1639344262295,81122.0,537938.5103134639,Fair,81122.0
CO,Pueblo,High St,81003.0,3.0,1.0,1080.0,245.27777777777777,0.1399999999999999,264600.0,1550.0,38.294254,-104.62605,264900.0,300.0,False,245.27777777777777,81003.0,268198.3750543244,Fair,81003.0
CO,Commerce City,Picadilly Road,80022.0,3.0,4.0,4330.0,300.2309468822171,35.11,1298800.0,6062.0,39.94075,-104.72668,1300000.0,1200.0,False,300.2309468822171,80022.0,1380815.5329698129,Underpriced,80022.0
CO,Canon City,N 5th St,81212.0,3.0,3.0,1672.0,140.55023923444975,0.119,270600.0,1400.0,38.43404,-105.238594,235000.0,-35600.0,False,140.55023923444975,81212.0,246418.23350999932,Fair,81212.0
CO,Timnath,Saddlehorn Dr,80547.0,3.0,3.0,2908.0,205.74449793672628,0.1061524334251607,596100.0,2580.0,40.51261,-104.96557,598305.0,2205.0,False,205.74449793672628,80547.0,570187.0215384657,Overpriced,80547.0
CO,Pueblo,W 27th St,81003.0,2.0,1.0,946.0,238.7949260042284,0.15,225300.0,1250.0,38.29486,-104.63032,225900.0,600.0,False,238.79492600422833,81003.0,237206.24645648082,Fair,81003.0
CO,Lakewood,W 20th Avenue,80215.0,3.0,3.0,2566.0,309.8207326578332,0.26866391184573,809800.0,3482.0,39.747185,-105.13246,795000.0,-14800.0,False,309.8207326578332,80215.0,788346.4517888927,Fair,80215.0
CO,Fort Collins,Stonington Ln,80525.0,3.0,3.0,3424.0,189.83644859813083,0.1963957759412304,655700.0,2450.0,40.48047,-105.08943,650000.0,-5700.0,False,189.83644859813083,80525.0,592736.5143635544,Overpriced,80525.0
CO,Castle Rock,High Mesa Cir,80108.0,4.0,4.0,3410.0,202.34604105571847,0.1140036730945821,688500.0,3194.0,39.37796,-104.81443,690000.0,1500.0,False,202.34604105571847,80108.0,662798.1803231512,Overpriced,80108.0
CO,Littleton,S Davis Peak,80127.0,5.0,6.0,4529.0,218.5913005078384,0.36,1126500.0,4867.0,39.579433,-105.125595,990000.0,-136500.0,False,218.59130050783838,80127.0,932549.8136890841,Overpriced,80127.0
CO,Castle Rock,Peninsula Circle,80104.0,4.0,4.0,4709.0,191.1233807602464,0.2120064279155188,901100.0,3822.0,39.356552,-104.85342,900000.0,-1100.0,False,191.12338076024633,80104.0,796321.767720898,Overpriced,80104.0
CO,Greeley,19th St Rd,80634.0,4.0,3.0,3644.0,187.980241492865,0.2340909090909091,624800.0,3016.0,40.407616,-104.82378,685000.0,60200.0,True,187.980241492865,80634.0,656003.8860847219,Overpriced,80634.0
CO,Golden,Montane Drive,80401.0,4.0,4.0,4607.0,369.0036900369004,0.9,1602600.0,6939.0,39.67627,-105.26647,1700000.0,97400.0,True,369.00369003690037,80401.0,1614742.4540697539,Overpriced,80401.0
CO,Centennial,E Geddes Avenue,80122.0,5.0,4.0,4233.0,233.640444129459,0.2980027548209366,877400.0,4156.0,39.583336,-104.95362,989000.0,111600.0,True,233.640444129459,80122.0,828153.093588178,Overpriced,80122.0
CO,Highlands Ranch,Ravenhill Circle,80126.0,5.0,3.0,4058.0,211.9024149827501,0.22,863900.0,3293.0,39.545464,-104.95783,859900.0,-4000.0,False,211.90241498275012,80126.0,725322.5208151779,Overpriced,80126.0
CO,Loveland,E 6th St,80537.0,3.0,1.0,1080.0,379.6296296296296,0.1306473829201102,410400.0,1895.0,40.3977,-105.05445,410000.0,-400.0,False,379.6296296296296,80537.0,377393.2275362382,Overpriced,80537.0
CO,Pueblo,W 27th St,81003.0,3.0,1.0,864.0,284.60648148148147,0.16,245600.0,1400.0,38.294884,-104.62804,245900.0,300.0,False,284.60648148148147,81003.0,261397.31953313985,Fair,81003.0
CO,Lakewood,S Nelson Street,80226.0,4.0,3.0,2791.0,223.93407380867072,0.1872359963269054,635800.0,3467.0,39.70191,-105.11634,625000.0,-10800.0,False,223.93407380867072,80226.0,662676.9641653135,Underpriced,80226.0
CO,Denver,Spruce Street,80220.0,2.0,1.0,895.0,502.7932960893855,0.1399999999999999,413500.0,2199.0,39.741547,-104.8979,450000.0,36500.0,True,502.7932960893855,80220.0,400675.73060804396,Overpriced,80220.0
CO,Basalt,Old Herron Rd,81621.0,6.0,7.0,10599.0,1085.0080196244928,37.18,11344800.0,8000.0,39.313713,-107.09927,11500000.0,155200.0,True,1085.0080196244928,81621.0,9917582.846196407,Overpriced,81621.0
CO,Denver,W Grant Ranch Boulevard  Unit 50,80123.0,3.0,3.0,3206.0,226.13849033063008,0.1312442607897153,728700.0,3857.0,39.617847,-105.08134,725000.0,-3700.0,False,226.13849033063008,80123.0,738156.0073079363,Fair,80123.0
CO,Arvada,W 61st Avenue,80004.0,4.0,2.0,2074.0,274.83124397299906,0.1753443526170799,573700.0,2995.0,39.807022,-105.10191,570000.0,-3700.0,False,274.83124397299906,80004.0,572040.244635986,Fair,80004.0
CO,Carbondale,Bald Eagle Way,81623.0,4.0,5.0,3645.0,1050.0,0.5,2507900.0,7099.0,39.43697,-107.265594,3827250.0,1319350.0,True,1050.0,81623.0,2954710.7476679916,Overpriced,81623.0
CO,Pueblo,Baltimore Ave,81003.0,3.0,1.0,1050.0,252.28571428571428,0.22,264500.0,1550.0,38.295303,-104.63456,264900.0,400.0,False,252.28571428571428,81003.0,264745.82041932095,Fair,81003.0
CO,Carbondale,Bald Eagle Way,81623.0,4.0,5.0,3967.0,1050.0,0.5,2653500.0,7899.0,39.437347,-107.26647,4165350.0,1511850.0,True,1050.0,81623.0,3087812.3077803636,Overpriced,81623.0
CO,Wellington,N County Road 7,80549.0,3.0,3.0,3027.0,231.2520647505781,34.5,639300.0,2824.0,40.79608,-105.00627,700000.0,60700.0,True,231.25206475057814,80549.0,626018.1753109642,Overpriced,80549.0
CO,Pueblo,Baltimore Ave,81008.0,2.0,2.0,1560.0,149.2948717948718,0.1399999999999999,232300.0,1499.0,38.299133,-104.63534,232900.0,600.0,False,149.2948717948718,81008.0,235095.69034190392,Fair,81008.0
CO,Arvada,W 66th Place,80004.0,4.0,4.0,2849.0,249.2102492102492,0.183356290174472,713000.0,2900.0,39.81841,-105.12622,710000.0,-3000.0,False,249.2102492102492,80004.0,652991.3290602381,Overpriced,80004.0
CO,Fort Collins,Garrett Dr,80526.0,3.0,4.0,3729.0,209.1713596138375,0.2700642791551882,780600.0,2827.0,40.54922,-105.12717,780000.0,-600.0,False,209.1713596138375,80526.0,667079.0310200434,Overpriced,80526.0
CO,Grand Junction,Rio Verde Ln,81507.0,3.0,2.0,2285.0,218.3807439824945,0.2299999999999999,498800.0,2199.0,39.089478,-108.62928,499000.0,200.0,False,218.38074398249452,81507.0,424065.60971539904,Overpriced,81507.0
CO,Platteville,Rodgers Circle,80651.0,3.0,3.0,3126.0,161.86788227767116,0.21,509900.0,2570.0,40.223305,-104.83715,505999.0,-3901.0,False,161.86788227767116,80651.0,475855.04848985904,Overpriced,80651.0
CO,Pagosa Springs,La Tierra Ct,81147.0,3.0,5.0,5700.0,385.96491228070175,5.0,2182400.0,2900.0,37.180733,-106.98416,2200000.0,17600.0,False,385.96491228070175,81147.0,1968714.883959977,Overpriced,81147.0
CO,Englewood,S Humboldt Street,80113.0,4.0,3.0,2730.0,347.985347985348,0.1719926538108356,959800.0,2995.0,39.65893,-104.96949,950000.0,-9800.0,False,347.98534798534797,80113.0,879708.0917023773,Overpriced,80113.0
CO,Centennial,S Dexter Street,80121.0,4.0,3.0,2796.0,278.9699570815451,0.2449954086317722,784300.0,3497.0,39.60145,-104.93371,780000.0,-4300.0,False,278.9699570815451,80121.0,743669.0763545198,Overpriced,80121.0
CO,Littleton,S Prescott Street,80120.0,3.0,2.0,1825.0,356.1095890410959,0.223989898989899,656800.0,2880.0,39.599762,-105.01023,649900.0,-6900.0,False,356.1095890410959,80120.0,652000.3421545906,Fair,80120.0
CO,Lakewood,W Arizona Place,80228.0,4.0,3.0,2388.0,263.8190954773869,0.19,637000.0,2870.0,39.69498,-105.142494,630000.0,-7000.0,False,263.81909547738695,80228.0,638867.7265176326,Fair,80228.0
CO,Carbondale,Bald Eagle Way,81623.0,4.0,5.0,3297.0,1050.0,0.505325987144169,2623300.0,6899.0,39.436714,-107.26494,3461850.0,838550.0,True,1050.0,81623.0,2900705.321556913,Overpriced,81623.0
CO,Denver,Glencoe Street,80207.0,4.0,3.0,1500.0,526.6,0.1434802571166207,794700.0,2500.0,39.759995,-104.926125,789900.0,-4800.0,False,526.6,80207.0,821900.4944293349,Underpriced,80207.0
CO,Pueblo,Zuni Rd,81001.0,2.0,1.0,875.0,291.3142857142857,0.1399999999999999,254500.0,1200.0,38.29163,-104.59528,254900.0,400.0,False,291.3142857142857,81001.0,261397.31953313985,Fair,81001.0
CO,Thornton,E 133rd Place,80602.0,4.0,4.0,4418.0,169.53372566772296,0.179981634527089,709400.0,3565.0,39.937508,-104.91656,749000.0,39600.0,True,169.53372566772296,80602.0,693709.1487406925,Overpriced,80602.0
CO,Denver,E Vassar Avenue,80222.0,3.0,2.0,1274.0,446.6248037676609,0.1920110192837465,575500.0,2729.0,39.668053,-104.923065,569000.0,-6500.0,False,446.6248037676609,80222.0,547237.7872162577,Overpriced,80222.0
CO,Colorado Springs,Valley Hi Ave,80910.0,4.0,3.0,3518.0,156.33882888004547,0.6612,550200.0,2100.0,38.824104,-104.77673,550000.0,-200.0,False,156.33882888004547,80910.0,448590.17777907004,Overpriced,80910.0
CO,Cortez,Fairway Dr,81321.0,2.0,4.0,4011.0,224.13363251059587,9.98,896200.0,2500.0,37.376892,-108.546646,899000.0,2800.0,False,224.13363251059587,81321.0,725175.2757455991,Overpriced,81321.0
CO,Lakewood,Teller Street,80214.0,3.0,1.0,1077.0,603.5283194057567,0.2142561983471074,661900.0,2515.0,39.75415,-105.07636,650000.0,-11900.0,False,603.5283194057567,80214.0,626494.6277282826,Overpriced,80214.0
CO,Denver,W Clyde Place,80211.0,3.0,1.0,2568.0,301.791277258567,0.1434802571166207,785600.0,2749.0,39.76851,-105.03089,775000.0,-10600.0,False,301.791277258567,80211.0,667635.7531260622,Overpriced,80211.0
CO,Sterling,Columbine St,80751.0,4.0,4.0,2983.0,118.9741870600067,0.2582644628099173,353900.0,1800.0,40.61633,-103.21672,354900.0,1000.0,False,118.9741870600067,80751.0,326258.31786805025,Overpriced,80751.0
CO,Colorado Springs,Dome Rock Place,80924.0,6.0,4.0,4660.0,230.68669527896995,0.3195821854912764,831100.0,3850.0,38.96444,-104.729065,1075000.0,243900.0,True,230.68669527896995,80924.0,863773.2230300101,Overpriced,80924.0
CO,Lakewood,S Reed Street,80232.0,3.0,2.0,1844.0,317.24511930585686,0.16,590100.0,2483.0,39.68412,-105.07433,585000.0,-5100.0,False,317.24511930585686,80232.0,544806.29493146,Overpriced,80232.0
CO,Brighton,Grey Swallow Street,80601.0,3.0,3.0,1421.0,327.2343420126671,0.2474747474747475,466300.0,2586.0,39.980934,-104.7515,465000.0,-1300.0,False,327.2343420126671,80601.0,494302.7352708712,Underpriced,80601.0
CO,Englewood,S Lincoln Street,80113.0,3.0,2.0,1496.0,350.9358288770053,0.1100091827364554,476100.0,2749.0,39.64502,-104.98677,525000.0,48900.0,True,350.93582887700535,80113.0,527702.2277436098,Fair,80113.0
CO,Loveland,Sagittarius Dr,80537.0,2.0,1.0,1792.0,251.11328125,0.0699954086317722,449500.0,1694.0,40.40162,-105.05089,449995.0,495.0,False,251.11328125,80537.0,391596.08215939044,Overpriced,80537.0
CO,Aurora,E Crestridge Circle,80015.0,3.0,3.0,1956.0,309.30470347648264,0.15,606400.0,2949.0,39.615482,-104.76613,605000.0,-1400.0,False,309.30470347648264,80015.0,641104.986268505,Underpriced,80015.0
CO,Livermore,Eagles Nest Ct,80536.0,3.0,4.0,3836.0,218.95203336809172,2.5405,840700.0,3478.0,40.720375,-105.42183,839900.0,-800.0,False,218.95203336809178,80536.0,729508.2606036612,Overpriced,80536.0
CO,Thornton,Hudson Circle,80241.0,3.0,3.0,2033.0,270.5361534677816,0.1377410468319559,549300.0,2824.0,39.929646,-104.92232,550000.0,700.0,False,270.5361534677816,80241.0,530769.0038720208,Fair,80241.0
CO,Denver,S Fillmore Street,80210.0,6.0,8.0,6598.0,405.4258866323128,0.1434802571166207,2667600.0,9956.0,39.688644,-104.95334,2675000.0,7400.0,False,405.4258866323128,80210.0,2386624.12933446,Overpriced,80210.0
